"RecNo","leave_ind","fictive-oved","Expected_by_Formulas","Sign_Level","Concl_Prob","Prediction"
1325,0.000000,5708.000000,"",0.000,0.077,No  more than 0.28
1326,1.000000,2485.000000,"",0.000,0.550, more than 0.28
1327,0.000000,7695.000000,"",0.000,0.152,No  more than 0.28
1328,0.000000,8455.000000,"",0.000,0.151,No  more than 0.28
1329,1.000000,8277.000000,"",0.000,0.114,No  more than 0.28
1330,0.000000,5500.000000,"",0.000,0.154,No  more than 0.28
1331,0.000000,667.000000,"",0.000,0.154,No  more than 0.28
1332,0.000000,6901.000000,"",0.000,0.115,No  more than 0.28
1333,0.000000,4521.000000,"",0.000,0.142,No  more than 0.28
1334,0.000000,644.000000,"",0.027,0.136,No  more than 0.28
1335,0.000000,7955.000000,"",0.000,0.149,No  more than 0.28
1336,0.000000,178.000000,"",0.000,0.176,No  more than 0.28
1337,0.000000,2140.000000,-1.0,0.0, No Prediction
1338,0.000000,1672.000000,"",0.000,0.146,No  more than 0.28
1339,0.000000,788.000000,"",0.084,0.265,No  more than 0.28
1340,0.000000,5078.000000,"",0.052,0.250,No  more than 0.28
1341,1.000000,3938.000000,"",0.000,0.149,No  more than 0.28
1342,0.000000,6095.000000,"",0.174,0.191,No  more than 0.28
1343,0.000000,339.000000,"",0.081,0.233,No  more than 0.28
1344,0.000000,93.000000,"",0.000,0.540, more than 0.28
1345,1.000000,8518.000000,"",0.030,0.551, more than 0.28
1346,0.000000,2356.000000,"",0.344,0.332, more than 0.28
1347,0.000000,6483.000000,"",0.000,0.110,No  more than 0.28
1348,0.000000,2059.000000,"",0.000,0.090,No  more than 0.28
1349,0.000000,2406.000000,"",0.000,0.082,No  more than 0.28
1350,1.000000,532.000000,"",0.000,0.157,No  more than 0.28
1351,0.000000,1741.000000,"",0.000,0.093,No  more than 0.28
1352,0.000000,998.000000,"",0.000,0.154,No  more than 0.28
1353,1.000000,4572.000000,"",0.913,0.284, more than 0.28
1354,1.000000,2265.000000,"",0.000,0.588, more than 0.28
1355,1.000000,8028.000000,-1.0,0.0, No Prediction
1356,0.000000,4049.000000,"",0.382,0.278,No  more than 0.28
1357,0.000000,8406.000000,"",0.000,0.147,No  more than 0.28
1358,0.000000,108.000000,"",0.000,0.113,No  more than 0.28
1359,0.000000,2179.000000,"",0.000,0.116,No  more than 0.28
1360,0.000000,1020.000000,"",0.000,0.147,No  more than 0.28
1361,0.000000,133.000000,"",0.404,0.392, more than 0.28
1362,0.000000,1920.000000,"",0.000,0.551, more than 0.28
1363,0.000000,1658.000000,"",0.000,0.174,No  more than 0.28
1364,0.000000,3653.000000,"",0.000,0.143,No  more than 0.28
1365,0.000000,6089.000000,"",0.193,0.220,No  more than 0.28
1366,0.000000,7047.000000,"",0.000,0.134,No  more than 0.28
1367,1.000000,7586.000000,"",0.000,0.171,No  more than 0.28
1368,0.000000,1407.000000,"",0.188,0.450, more than 0.28
1369,0.000000,3641.000000,"",0.000,0.759, more than 0.28
1370,0.000000,7360.000000,"",0.000,0.127,No  more than 0.28
1371,1.000000,2315.000000,"",0.000,0.559, more than 0.28
1372,0.000000,1561.000000,"",0.000,0.144,No  more than 0.28
1373,1.000000,6445.000000,"",0.000,0.142,No  more than 0.28
1374,0.000000,2919.000000,"",0.000,0.113,No  more than 0.28
1375,0.000000,696.000000,"",0.000,0.148,No  more than 0.28
1376,0.000000,5305.000000,"",0.099,0.194,No  more than 0.28
1377,0.000000,4570.000000,"",0.000,0.145,No  more than 0.28
1378,0.000000,3848.000000,"",0.000,0.147,No  more than 0.28
1379,0.000000,169.000000,"",0.000,0.130,No  more than 0.28
1380,1.000000,1701.000000,"",0.000,0.141,No  more than 0.28
1381,0.000000,369.000000,"",0.201,0.228,No  more than 0.28
1382,0.000000,2572.000000,"",0.020,0.160,No  more than 0.28
1383,0.000000,6504.000000,"",0.000,0.114,No  more than 0.28
1384,0.000000,5601.000000,"",0.000,0.149,No  more than 0.28
1385,1.000000,3805.000000,"",0.148,0.469, more than 0.28
1386,0.000000,837.000000,"",0.000,0.131,No  more than 0.28
1387,0.000000,1734.000000,"",0.000,0.153,No  more than 0.28
1388,0.000000,2675.000000,"",0.000,0.129,No  more than 0.28
1389,0.000000,1720.000000,"",0.000,0.155,No  more than 0.28
1390,0.000000,6027.000000,"",0.541,0.315, more than 0.28
1391,0.000000,6761.000000,"",0.000,0.132,No  more than 0.28
1392,1.000000,7296.000000,"",0.369,0.368, more than 0.28
1393,0.000000,1618.000000,"",0.000,0.153,No  more than 0.28
1394,0.000000,5114.000000,"",0.000,0.153,No  more than 0.28
1395,0.000000,4021.000000,"",0.000,0.109,No  more than 0.28
1396,0.000000,5800.000000,"",0.001,0.178,No  more than 0.28
1397,0.000000,5153.000000,"",0.000,0.130,No  more than 0.28
1398,0.000000,7225.000000,"",0.000,0.139,No  more than 0.28
1399,1.000000,6601.000000,"",0.031,0.508, more than 0.28
1400,0.000000,3529.000000,"",0.000,0.094,No  more than 0.28
1401,1.000000,5139.000000,"",0.091,0.274,No  more than 0.28
1402,0.000000,5171.000000,"",0.000,0.138,No  more than 0.28
1403,1.000000,5840.000000,"",0.379,0.348, more than 0.28
1404,0.000000,4768.000000,"",0.000,0.145,No  more than 0.28
1405,0.000000,5535.000000,"",0.000,0.138,No  more than 0.28
1406,0.000000,102.000000,"",0.000,0.137,No  more than 0.28
1407,0.000000,8209.000000,"",0.000,0.124,No  more than 0.28
1408,0.000000,4965.000000,"",0.357,0.354, more than 0.28
1409,0.000000,6281.000000,"",0.000,0.134,No  more than 0.28
1410,1.000000,6528.000000,"",0.000,0.152,No  more than 0.28
1411,0.000000,2884.000000,"",0.000,0.117,No  more than 0.28
1412,0.000000,2556.000000,"",0.000,0.158,No  more than 0.28
1413,0.000000,4102.000000,"",0.084,0.233,No  more than 0.28
1414,0.000000,4719.000000,"",0.000,0.140,No  more than 0.28
1415,0.000000,4207.000000,"",0.016,0.192,No  more than 0.28
1416,0.000000,7190.000000,"",0.000,0.155,No  more than 0.28
1417,1.000000,7659.000000,"",0.000,0.139,No  more than 0.28
1418,1.000000,4485.000000,"",0.198,0.449, more than 0.28
1419,0.000000,1317.000000,"",0.111,0.248,No  more than 0.28
1420,0.000000,7588.000000,"",0.024,0.200,No  more than 0.28
1421,0.000000,4805.000000,"",0.000,0.093,No  more than 0.28
1422,1.000000,6268.000000,"",0.000,0.137,No  more than 0.28
1423,0.000000,2600.000000,"",0.000,0.158,No  more than 0.28
1424,1.000000,4376.000000,"",0.729,0.300, more than 0.28
1425,0.000000,4559.000000,"",0.000,0.137,No  more than 0.28
1426,0.000000,1930.000000,-1.0,0.0, No Prediction
1427,1.000000,7677.000000,"",0.155,0.498, more than 0.28
1428,0.000000,6430.000000,"",0.000,0.148,No  more than 0.28
1429,0.000000,5749.000000,"",0.000,0.092,No  more than 0.28
1430,0.000000,7587.000000,"",0.000,0.174,No  more than 0.28
1431,0.000000,7886.000000,"",0.000,0.557, more than 0.28
1432,1.000000,75.000000,"",0.000,0.145,No  more than 0.28
1433,1.000000,2779.000000,"",0.000,0.163,No  more than 0.28
1434,0.000000,6683.000000,"",0.000,0.158,No  more than 0.28
1435,1.000000,1890.000000,"",0.475,0.252,No  more than 0.28
1436,0.000000,1834.000000,"",0.000,0.154,No  more than 0.28
1437,0.000000,4703.000000,"",0.000,0.141,No  more than 0.28
1438,0.000000,3020.000000,"",0.000,0.113,No  more than 0.28
1439,0.000000,4373.000000,"",0.000,0.143,No  more than 0.28
1440,0.000000,5319.000000,"",0.777,0.284, more than 0.28
1441,0.000000,4060.000000,"",0.000,0.156,No  more than 0.28
1442,0.000000,4004.000000,"",0.000,0.176,No  more than 0.28
1443,0.000000,3854.000000,"",0.000,0.095,No  more than 0.28
1444,0.000000,6540.000000,"",0.377,0.272,No  more than 0.28
1445,0.000000,1205.000000,"",0.540,0.293, more than 0.28
1446,0.000000,6807.000000,"",0.000,0.146,No  more than 0.28
1447,0.000000,1731.000000,"",0.000,0.107,No  more than 0.28
1448,0.000000,7089.000000,"",0.756,0.291, more than 0.28
1449,0.000000,2409.000000,"",0.032,0.129,No  more than 0.28
1450,1.000000,1899.000000,"",0.234,0.343, more than 0.28
1451,0.000000,2004.000000,"",0.000,0.130,No  more than 0.28
1452,0.000000,33.000000,"",0.000,0.147,No  more than 0.28
1453,0.000000,3531.000000,"",0.835,0.293, more than 0.28
1454,0.000000,4253.000000,"",0.828,0.310, more than 0.28
1455,0.000000,3723.000000,"",0.000,0.119,No  more than 0.28
1456,0.000000,3483.000000,"",0.000,0.143,No  more than 0.28
1457,0.000000,170.000000,"",0.000,0.126,No  more than 0.28
1458,1.000000,7214.000000,"",0.462,0.253,No  more than 0.28
1459,0.000000,8047.000000,"",0.221,0.383, more than 0.28
1460,1.000000,5092.000000,"",0.733,0.328, more than 0.28
1461,1.000000,1723.000000,"",0.000,0.152,No  more than 0.28
1462,0.000000,4882.000000,"",0.000,0.142,No  more than 0.28
1463,1.000000,6764.000000,"",0.000,0.158,No  more than 0.28
1464,0.000000,807.000000,"",0.555,0.328, more than 0.28
1465,0.000000,6163.000000,"",0.000,0.120,No  more than 0.28
1466,0.000000,6200.000000,"",0.000,0.110,No  more than 0.28
1467,0.000000,7665.000000,"",0.000,0.139,No  more than 0.28
1468,1.000000,1674.000000,"",0.000,0.174,No  more than 0.28
1469,0.000000,8233.000000,"",0.077,0.213,No  more than 0.28
1470,0.000000,1244.000000,"",0.000,0.120,No  more than 0.28
1471,0.000000,5052.000000,"",0.000,0.177,No  more than 0.28
1472,0.000000,8302.000000,"",0.190,0.204,No  more than 0.28
1473,0.000000,7356.000000,"",0.911,0.278,No  more than 0.28
1474,0.000000,7554.000000,"",0.000,0.149,No  more than 0.28
1475,0.000000,3005.000000,"",0.000,0.147,No  more than 0.28
1476,0.000000,8427.000000,"",0.000,0.102,No  more than 0.28
1477,0.000000,7301.000000,"",0.000,0.143,No  more than 0.28
1478,0.000000,28.000000,"",0.079,0.251,No  more than 0.28
1479,0.000000,7567.000000,"",0.000,0.134,No  more than 0.28
1480,0.000000,5573.000000,"",0.000,0.523, more than 0.28
1481,0.000000,6239.000000,"",0.000,0.148,No  more than 0.28
1482,0.000000,6283.000000,"",0.816,0.300, more than 0.28
1483,0.000000,2844.000000,"",0.000,0.147,No  more than 0.28
1484,0.000000,1304.000000,"",0.000,0.127,No  more than 0.28
1485,0.000000,5732.000000,"",0.000,0.165,No  more than 0.28
1486,1.000000,6656.000000,"",0.000,0.138,No  more than 0.28
1487,0.000000,2065.000000,"",0.000,0.110,No  more than 0.28
1488,0.000000,6292.000000,"",0.000,0.152,No  more than 0.28
1489,0.000000,4622.000000,"",0.000,0.155,No  more than 0.28
1490,0.000000,7900.000000,"",0.000,0.137,No  more than 0.28
1491,0.000000,502.000000,"",0.046,0.212,No  more than 0.28
1492,0.000000,6965.000000,"",0.000,0.108,No  more than 0.28
1493,0.000000,439.000000,"",0.000,0.127,No  more than 0.28
1494,0.000000,3686.000000,"",0.000,0.131,No  more than 0.28
1495,0.000000,7752.000000,"",0.279,0.413, more than 0.28
1496,0.000000,2008.000000,"",0.000,0.111,No  more than 0.28
1497,1.000000,2460.000000,"",0.179,0.207,No  more than 0.28
1498,0.000000,3067.000000,"",0.000,0.100,No  more than 0.28
1499,0.000000,6904.000000,"",0.044,0.196,No  more than 0.28
1500,1.000000,6120.000000,"",0.000,0.147,No  more than 0.28
1501,1.000000,4293.000000,"",0.000,0.557, more than 0.28
1502,0.000000,4336.000000,"",0.000,0.078,No  more than 0.28
1503,1.000000,5782.000000,"",0.840,0.285, more than 0.28
1504,0.000000,7760.000000,"",0.000,0.146,No  more than 0.28
1505,1.000000,7200.000000,"",0.000,0.556, more than 0.28
1506,0.000000,8097.000000,"",0.000,0.122,No  more than 0.28
1507,0.000000,2486.000000,"",0.000,0.148,No  more than 0.28
1508,0.000000,1652.000000,"",0.000,0.152,No  more than 0.28
1509,1.000000,1041.000000,"",0.000,0.553, more than 0.28
1510,0.000000,8391.000000,"",0.000,0.140,No  more than 0.28
1511,0.000000,6094.000000,"",0.000,0.152,No  more than 0.28
1512,1.000000,7155.000000,"",0.000,0.160,No  more than 0.28
1513,0.000000,6102.000000,"",0.901,0.288, more than 0.28
1514,1.000000,2831.000000,"",0.145,0.442, more than 0.28
1515,1.000000,5088.000000,"",0.000,0.550, more than 0.28
1516,0.000000,109.000000,"",0.000,0.148,No  more than 0.28
1517,0.000000,3144.000000,"",0.000,0.148,No  more than 0.28
1518,1.000000,2282.000000,"",0.000,0.151,No  more than 0.28
1519,0.000000,1416.000000,"",0.181,0.503, more than 0.28
1520,0.000000,536.000000,"",0.000,0.157,No  more than 0.28
1521,1.000000,8524.000000,"",0.000,0.103,No  more than 0.28
1522,1.000000,1928.000000,"",0.074,0.224,No  more than 0.28
1523,1.000000,587.000000,"",0.000,0.118,No  more than 0.28
1524,0.000000,8462.000000,"",0.064,0.191,No  more than 0.28
1525,0.000000,5021.000000,-1.0,0.0, No Prediction
1526,0.000000,3526.000000,"",0.000,0.104,No  more than 0.28
1527,0.000000,6876.000000,"",0.416,0.330, more than 0.28
1528,1.000000,5838.000000,"",0.000,0.547, more than 0.28
1529,0.000000,3999.000000,"",0.000,0.141,No  more than 0.28
1530,0.000000,493.000000,"",0.000,0.139,No  more than 0.28
1531,0.000000,7480.000000,"",0.032,0.179,No  more than 0.28
1532,0.000000,220.000000,"",0.078,0.213,No  more than 0.28
1533,1.000000,5683.000000,"",0.000,0.158,No  more than 0.28
1534,0.000000,3710.000000,"",0.000,0.142,No  more than 0.28
1535,1.000000,2613.000000,"",0.000,0.138,No  more than 0.28
1536,0.000000,2487.000000,"",0.333,0.373, more than 0.28
1537,0.000000,6426.000000,"",0.000,0.123,No  more than 0.28
1538,0.000000,854.000000,"",0.000,0.154,No  more than 0.28
1539,0.000000,2321.000000,"",0.000,0.113,No  more than 0.28
1540,0.000000,2934.000000,"",0.388,0.323, more than 0.28
1541,1.000000,7381.000000,"",0.000,0.163,No  more than 0.28
1542,0.000000,7647.000000,"",0.000,0.143,No  more than 0.28
1543,0.000000,3057.000000,"",0.000,0.139,No  more than 0.28
1544,0.000000,1661.000000,"",0.000,0.145,No  more than 0.28
1545,0.000000,3828.000000,"",0.000,0.575, more than 0.28
1546,1.000000,5586.000000,"",0.000,0.137,No  more than 0.28
1547,1.000000,3751.000000,-1.0,0.0, No Prediction
1548,0.000000,3018.000000,"",0.000,0.148,No  more than 0.28
1549,0.000000,7813.000000,"",0.000,0.547, more than 0.28
1550,1.000000,399.000000,"",0.000,0.129,No  more than 0.28
1551,0.000000,1319.000000,"",0.000,0.113,No  more than 0.28
1552,0.000000,6954.000000,"",0.000,0.142,No  more than 0.28
1553,0.000000,123.000000,"",0.000,0.171,No  more than 0.28
1554,0.000000,403.000000,"",0.000,0.141,No  more than 0.28
1555,0.000000,113.000000,"",0.000,0.092,No  more than 0.28
1556,1.000000,7964.000000,"",0.000,0.145,No  more than 0.28
1557,0.000000,8319.000000,"",0.582,0.280, more than 0.28
1558,0.000000,2551.000000,"",0.000,0.154,No  more than 0.28
1559,1.000000,5379.000000,"",0.108,0.573, more than 0.28
1560,0.000000,8458.000000,"",0.000,0.109,No  more than 0.28
1561,0.000000,5368.000000,"",0.000,0.152,No  more than 0.28
1562,0.000000,6228.000000,"",0.000,0.147,No  more than 0.28
1563,0.000000,7412.000000,"",0.000,0.148,No  more than 0.28
1564,0.000000,6417.000000,"",0.000,0.158,No  more than 0.28
1565,0.000000,1559.000000,"",0.000,0.114,No  more than 0.28
1566,0.000000,6561.000000,-1.0,0.0, No Prediction
1567,1.000000,5148.000000,"",0.279,0.368, more than 0.28
1568,1.000000,575.000000,"",0.119,0.472, more than 0.28
1569,0.000000,6509.000000,"",0.019,0.232,No  more than 0.28
1570,0.000000,6023.000000,"",0.000,0.557, more than 0.28
1571,1.000000,2889.000000,"",0.911,0.278,No  more than 0.28
1572,0.000000,8529.000000,"",0.000,0.118,No  more than 0.28
1573,0.000000,1588.000000,"",0.845,0.291, more than 0.28
1574,0.000000,1409.000000,"",0.000,0.632, more than 0.28
1575,0.000000,537.000000,"",0.000,0.144,No  more than 0.28
1576,0.000000,7186.000000,"",0.000,0.157,No  more than 0.28
1577,1.000000,2718.000000,"",0.408,0.320, more than 0.28
1578,0.000000,2849.000000,"",0.000,0.093,No  more than 0.28
1579,1.000000,8189.000000,"",0.221,0.378, more than 0.28
1580,1.000000,1436.000000,"",0.121,0.172,No  more than 0.28
1581,0.000000,3471.000000,"",0.000,0.147,No  more than 0.28
1582,0.000000,6592.000000,"",0.000,0.154,No  more than 0.28
1583,0.000000,1223.000000,"",0.163,0.269,No  more than 0.28
1584,0.000000,4094.000000,"",0.000,0.154,No  more than 0.28
1585,0.000000,4350.000000,"",0.000,0.601, more than 0.28
1586,0.000000,4693.000000,"",0.000,0.155,No  more than 0.28
1587,0.000000,1456.000000,"",0.043,0.165,No  more than 0.28
1588,0.000000,1954.000000,"",0.000,0.138,No  more than 0.28
1589,0.000000,475.000000,"",0.000,0.148,No  more than 0.28
1590,0.000000,6460.000000,"",0.000,0.154,No  more than 0.28
1591,0.000000,6111.000000,"",0.000,0.139,No  more than 0.28
1592,0.000000,883.000000,"",0.000,0.149,No  more than 0.28
1593,0.000000,53.000000,"",0.076,0.219,No  more than 0.28
1594,0.000000,3399.000000,"",0.000,0.112,No  more than 0.28
1595,1.000000,4153.000000,"",0.191,0.363, more than 0.28
1596,0.000000,5818.000000,"",0.000,0.102,No  more than 0.28
1597,1.000000,5267.000000,"",0.240,0.351, more than 0.28
1598,0.000000,471.000000,"",0.000,0.157,No  more than 0.28
1599,0.000000,2275.000000,"",0.234,0.344, more than 0.28
1600,1.000000,7165.000000,"",0.704,0.292, more than 0.28
1601,0.000000,5015.000000,"",0.025,0.243,No  more than 0.28
1602,1.000000,249.000000,"",0.047,0.493, more than 0.28
1603,0.000000,7604.000000,"",0.000,0.131,No  more than 0.28
1604,0.000000,8412.000000,"",0.105,0.273,No  more than 0.28
1605,0.000000,867.000000,"",0.000,0.130,No  more than 0.28
1606,0.000000,763.000000,"",0.000,0.145,No  more than 0.28
1607,0.000000,5194.000000,"",0.000,0.150,No  more than 0.28
1608,1.000000,4584.000000,"",0.000,0.525, more than 0.28
1609,0.000000,7583.000000,"",0.000,0.147,No  more than 0.28
1610,0.000000,5159.000000,"",0.000,0.148,No  more than 0.28
1611,0.000000,7674.000000,"",0.000,0.131,No  more than 0.28
1612,0.000000,5768.000000,"",0.000,0.604, more than 0.28
1613,0.000000,427.000000,"",0.031,0.174,No  more than 0.28
1614,0.000000,190.000000,"",0.000,0.157,No  more than 0.28
1615,0.000000,6961.000000,"",0.048,0.233,No  more than 0.28
1616,0.000000,4890.000000,"",0.000,0.551, more than 0.28
1617,0.000000,230.000000,"",0.085,0.234,No  more than 0.28
1618,1.000000,8365.000000,"",0.911,0.278,No  more than 0.28
1619,0.000000,4356.000000,"",0.000,0.551, more than 0.28
1620,0.000000,695.000000,"",0.293,0.344, more than 0.28
1621,0.000000,1043.000000,"",0.000,0.559, more than 0.28
1622,0.000000,4915.000000,"",0.000,0.139,No  more than 0.28
1623,1.000000,4378.000000,"",0.000,0.635, more than 0.28
1624,0.000000,3900.000000,"",0.000,0.161,No  more than 0.28
1625,0.000000,2186.000000,"",0.000,0.144,No  more than 0.28
1626,0.000000,3065.000000,"",0.041,0.181,No  more than 0.28
1627,1.000000,7199.000000,"",0.705,0.290, more than 0.28
1628,0.000000,7018.000000,"",0.000,0.087,No  more than 0.28
1629,0.000000,803.000000,"",0.000,0.140,No  more than 0.28
1630,0.000000,1489.000000,"",0.000,0.146,No  more than 0.28
1631,0.000000,6702.000000,"",0.000,0.082,No  more than 0.28
1632,0.000000,1746.000000,"",0.000,0.068,No  more than 0.28
1633,0.000000,2665.000000,"",0.000,0.132,No  more than 0.28
1634,0.000000,8180.000000,"",0.159,0.235,No  more than 0.28
1635,1.000000,1130.000000,"",0.000,0.111,No  more than 0.28
1636,0.000000,6554.000000,"",0.000,0.152,No  more than 0.28
1637,1.000000,5958.000000,"",0.372,0.371, more than 0.28
1638,0.000000,6527.000000,"",0.843,0.289, more than 0.28
1639,1.000000,5406.000000,"",0.095,0.185,No  more than 0.28
1640,0.000000,60.000000,"",0.010,0.116,No  more than 0.28
1641,1.000000,2458.000000,"",0.000,0.134,No  more than 0.28
1642,0.000000,2253.000000,"",0.000,0.116,No  more than 0.28
1643,0.000000,2756.000000,"",0.000,0.137,No  more than 0.28
1644,0.000000,6550.000000,"",0.259,0.347, more than 0.28
1645,0.000000,7927.000000,"",0.000,0.105,No  more than 0.28
1646,1.000000,2277.000000,"",0.210,0.255,No  more than 0.28
1647,0.000000,8174.000000,"",0.701,0.305, more than 0.28
1648,0.000000,98.000000,"",0.000,0.110,No  more than 0.28
1649,0.000000,5377.000000,"",0.040,0.566, more than 0.28
1650,0.000000,962.000000,"",0.000,0.142,No  more than 0.28
1651,0.000000,328.000000,"",0.000,0.130,No  more than 0.28
1652,1.000000,3821.000000,"",0.896,0.282, more than 0.28
1653,0.000000,1634.000000,"",0.000,0.124,No  more than 0.28
1654,0.000000,879.000000,"",0.000,0.146,No  more than 0.28
1655,0.000000,3846.000000,"",0.000,0.153,No  more than 0.28
1656,0.000000,4050.000000,"",0.428,0.302, more than 0.28
1657,0.000000,158.000000,"",0.102,0.487, more than 0.28
1658,0.000000,7180.000000,"",0.000,0.144,No  more than 0.28
1659,0.000000,5702.000000,"",0.000,0.146,No  more than 0.28
1660,0.000000,6034.000000,"",0.000,0.143,No  more than 0.28
1661,0.000000,4997.000000,"",0.000,0.148,No  more than 0.28
1662,1.000000,8329.000000,"",0.192,0.359, more than 0.28
1663,0.000000,613.000000,"",0.000,0.152,No  more than 0.28
1664,0.000000,7436.000000,"",0.000,0.140,No  more than 0.28
1665,0.000000,3094.000000,-1.0,0.0, No Prediction
1666,1.000000,8500.000000,"",0.033,0.171,No  more than 0.28
1667,0.000000,1733.000000,"",0.000,0.121,No  more than 0.28
1668,0.000000,1190.000000,"",0.000,0.147,No  more than 0.28
1669,1.000000,5668.000000,"",0.000,0.149,No  more than 0.28
1670,0.000000,8241.000000,"",0.084,0.265,No  more than 0.28
1671,0.000000,4112.000000,"",0.000,0.127,No  more than 0.28
1672,0.000000,449.000000,"",0.000,0.140,No  more than 0.28
1673,0.000000,4297.000000,"",0.000,0.148,No  more than 0.28
1674,1.000000,2515.000000,"",0.000,0.114,No  more than 0.28
1675,0.000000,2134.000000,"",0.182,0.462, more than 0.28
1676,0.000000,594.000000,"",0.000,0.145,No  more than 0.28
1677,0.000000,6676.000000,"",0.000,0.120,No  more than 0.28
1678,0.000000,6265.000000,"",0.000,0.122,No  more than 0.28
1679,0.000000,7732.000000,"",0.161,0.454, more than 0.28
1680,0.000000,4509.000000,"",0.000,0.090,No  more than 0.28
1681,0.000000,7922.000000,"",0.000,0.140,No  more than 0.28
1682,0.000000,7492.000000,"",0.000,0.159,No  more than 0.28
1683,0.000000,8436.000000,"",0.000,0.107,No  more than 0.28
1684,1.000000,2278.000000,"",0.746,0.286, more than 0.28
1685,0.000000,849.000000,"",0.000,0.082,No  more than 0.28
1686,0.000000,3335.000000,"",0.000,0.147,No  more than 0.28
1687,0.000000,6795.000000,"",0.109,0.432, more than 0.28
1688,0.000000,626.000000,"",0.000,0.156,No  more than 0.28
1689,0.000000,2512.000000,"",0.000,0.154,No  more than 0.28
1690,0.000000,6456.000000,"",0.000,0.140,No  more than 0.28
1691,0.000000,2588.000000,"",0.141,0.265,No  more than 0.28
1692,0.000000,5787.000000,"",0.438,0.262,No  more than 0.28
1693,0.000000,2306.000000,"",0.000,0.152,No  more than 0.28
1694,0.000000,8294.000000,"",0.000,0.152,No  more than 0.28
1695,0.000000,758.000000,"",0.000,0.128,No  more than 0.28
1696,0.000000,2950.000000,"",0.747,0.292, more than 0.28
1697,0.000000,5623.000000,"",0.000,0.139,No  more than 0.28
1698,0.000000,3994.000000,"",0.000,0.138,No  more than 0.28
1699,1.000000,7257.000000,"",0.000,0.141,No  more than 0.28
1700,0.000000,4753.000000,"",0.000,0.137,No  more than 0.28
1701,0.000000,8141.000000,"",0.115,0.415, more than 0.28
1702,0.000000,6148.000000,"",0.001,0.178,No  more than 0.28
1703,0.000000,4034.000000,"",0.000,0.152,No  more than 0.28
1704,1.000000,2285.000000,"",0.000,0.151,No  more than 0.28
1705,0.000000,1983.000000,"",0.000,0.090,No  more than 0.28
1706,1.000000,7221.000000,"",0.000,0.144,No  more than 0.28
1707,0.000000,5893.000000,"",0.165,0.462, more than 0.28
1708,0.000000,8486.000000,"",0.000,0.135,No  more than 0.28
1709,0.000000,8001.000000,"",0.781,0.278,No  more than 0.28
1710,0.000000,6311.000000,"",0.000,0.115,No  more than 0.28
1711,0.000000,551.000000,"",0.000,0.663, more than 0.28
1712,0.000000,2350.000000,"",0.000,0.158,No  more than 0.28
1713,0.000000,766.000000,"",0.000,0.158,No  more than 0.28
1714,1.000000,7697.000000,"",0.000,0.141,No  more than 0.28
1715,0.000000,2312.000000,"",0.000,0.130,No  more than 0.28
1716,1.000000,3300.000000,"",0.144,0.226,No  more than 0.28
1717,0.000000,5530.000000,"",0.000,0.559, more than 0.28
1718,1.000000,1374.000000,"",0.000,0.587, more than 0.28
1719,0.000000,3001.000000,"",0.000,0.155,No  more than 0.28
1720,0.000000,335.000000,"",0.671,0.294, more than 0.28
1721,0.000000,1261.000000,"",0.000,0.113,No  more than 0.28
1722,0.000000,1973.000000,"",0.010,0.141,No  more than 0.28
1723,0.000000,4030.000000,"",0.863,0.282, more than 0.28
1724,0.000000,1846.000000,"",0.000,0.146,No  more than 0.28
1725,0.000000,1026.000000,"",0.060,0.228,No  more than 0.28
1726,0.000000,3622.000000,"",0.098,0.276,No  more than 0.28
1727,0.000000,754.000000,"",0.000,0.133,No  more than 0.28
1728,0.000000,6328.000000,"",0.000,0.139,No  more than 0.28
1729,0.000000,6613.000000,"",0.000,0.098,No  more than 0.28
1730,0.000000,3189.000000,"",0.781,0.291, more than 0.28
1731,0.000000,353.000000,"",0.067,0.186,No  more than 0.28
1732,1.000000,1513.000000,"",0.078,0.272,No  more than 0.28
1733,1.000000,3002.000000,"",0.000,0.158,No  more than 0.28
1734,0.000000,1882.000000,"",0.000,0.156,No  more than 0.28
1735,0.000000,3155.000000,"",0.000,0.154,No  more than 0.28
1736,1.000000,2293.000000,"",0.000,0.133,No  more than 0.28
1737,0.000000,8511.000000,"",0.000,0.112,No  more than 0.28
1738,0.000000,6767.000000,"",0.845,0.291, more than 0.28
1739,0.000000,6334.000000,"",0.000,0.127,No  more than 0.28
1740,0.000000,5421.000000,"",0.000,0.074,No  more than 0.28
1741,1.000000,4955.000000,"",0.000,0.158,No  more than 0.28
1742,0.000000,563.000000,"",0.000,0.588, more than 0.28
1743,0.000000,8415.000000,"",0.090,0.180,No  more than 0.28
1744,0.000000,4716.000000,"",0.000,0.142,No  more than 0.28
1745,1.000000,2375.000000,"",0.000,0.550, more than 0.28
1746,0.000000,7737.000000,"",0.000,0.148,No  more than 0.28
1747,0.000000,2923.000000,"",0.000,0.154,No  more than 0.28
1748,0.000000,8326.000000,"",0.376,0.277,No  more than 0.28
1749,0.000000,8146.000000,"",0.000,0.122,No  more than 0.28
1750,0.000000,7944.000000,"",0.000,0.126,No  more than 0.28
1751,0.000000,5051.000000,"",0.000,0.542, more than 0.28
1752,0.000000,5463.000000,"",0.000,0.551, more than 0.28
1753,0.000000,5490.000000,"",0.000,0.125,No  more than 0.28
1754,1.000000,1049.000000,"",0.071,0.467, more than 0.28
1755,1.000000,2690.000000,-1.0,0.0, No Prediction
